,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,구군명,구군명(영어)
562,관음사,부산 부산진구 엄광로384번나길 72-0,역사관광지,절,부산진구,Busanjin-gu
563,정효사,부산 부산진구 엄광로 460-5,역사관광지,절,부산진구,Busanjin-gu
564,부산포민속박물관,부산 부산진구 중앙대로702번길 21-0,문화시설,박물관/기념관,부산진구,Busanjin-gu
565,극락사,부산 부산진구 초연로 23-6,역사관광지,절,부산진구,Busanjin-gu
566,전리단갤러리,부산 부산진구 서전로37번길 20-0,문화시설,화랑/전시관,부산진구,Busanjin-gu
567,보광원,부산 부산진구 진남로304번길 18-0,역사관광지,절,부산진구,Busanjin-gu
568,연화사,부산 부산진구 성지로14번길 77-0,역사관광지,절,부산진구,Busanjin-gu
569,여여선원,부산 부산진구 동평로420번길 18-0,역사관광지,절,부산진구,Busanjin-gu
570,기봉사,부산 부산진구 진남로328번길 70-0,역사관광지,절,부산진구,Busanjin-gu
571,태광암,부산 부산진구 개금본동로17번길 60-0,역사관광지,절,부산진구,Busanjin-gu
572,민들레가있는작은도서관,부산 부산진구 서전로68번길 29-5,문화시설,문화생활시설기타,부산진구,Busanjin-gu
573,보련사,부산 부산진구 성지로114번길 55-6,역사관광지,절,부산진구,Busanjin-gu
574,아이존팝부산서면점,부산 부산진구 중앙대로 704-0,휴양관광지,놀이시설,부산진구,Busanjin-gu
575,더파크,부산 부산진구 새싹로 295-0,휴양관광지,동식물원,부산진구,Busanjin-gu
576,뽀로로도서관,부산 부산진구,문화시설,문화생활시설기타,부산진구,Busanjin-gu
577,고운사,부산 부산진구 양정로 52-112,역사관광지,절,부산진구,Busanjin-gu
578,옥수정사,부산 부산진구 양정로 88-60,역사관광지,절,부산진구,Busanjin-gu
579,작당감,부산 부산진구 백양순환로119번길 9-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
580,화지사,부산 부산진구 동평로 335-0,역사관광지,절,부산진구,Busanjin-gu
581,부전도서관지하철북카페,부산 부산진구 서전로 40-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
582,대각사,부산 부산진구 당감서로 171-0,역사관광지,절,부산진구,Busanjin-gu
583,대원정사,부산 부산진구 성지로94번길 151-17,역사관광지,절,부산진구,Busanjin-gu
584,아쿠아윌 트렌치002,부산 부산진구 성지로 98-1,휴양관광지,수족관,부산진구,Busanjin-gu
585,부산상공회의소전시실,부산 부산진구 황령대로 24-0,문화시설,전시장,부산진구,Busanjin-gu
586,국립부산국악원소극장,부산 부산진구 국악로 2-0,공연/행사,공연장,부산진구,Busanjin-gu
587,보현정사,부산 부산진구 양정로 90-3,역사관광지,절,부산진구,Busanjin-gu
588,퀸맵스튜디오,부산 부산진구 동천로108번길 11-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
589,부산전포동구상반려암,부산 부산진구,역사관광지,문화유적지,부산진구,Busanjin-gu
590,금산사,부산 부산진구 개금본동로 32-4,역사관광지,절,부산진구,Busanjin-gu
591,여여정사,부산 부산진구 엄광로248번길 32-0,역사관광지,절,부산진구,Busanjin-gu
592,감고개작은도서관,부산 부산진구 가야대로548번길 109-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
593,오즈홀1관,부산 부산진구 부전로 94-0,공연/행사,공연장,부산진구,Busanjin-gu
594,동천문화홀,부산 부산진구 중앙대로666번길 50-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
595,상원사,부산 부산진구 엄광로412번길 19-0,역사관광지,절,부산진구,Busanjin-gu
596,부산진구여성가족문화센터,부산 부산진구 백양대로 160-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
597,보명사,부산 부산진구 진남로304번길 19-0,역사관광지,절,부산진구,Busanjin-gu
598,히어로보드게임카페부산서면점,부산 부산진구 중앙대로 672-0,휴양관광지,놀이시설,부산진구,Busanjin-gu
599,보현사,부산 부산진구 동성로71번길 13-0,역사관광지,절,부산진구,Busanjin-gu
600,성지문화원,부산 부산진구 동평로94번길 28-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
601,블라썸제이공방,부산 부산진구 전포대로 225-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
602,관음사,부산 부산진구 신천대로197번길 35-0,역사관광지,절,부산진구,Busanjin-gu
603,금성사,부산 부산진구 엄광로62번길 70-2,역사관광지,절,부산진구,Busanjin-gu
604,홍주갤러리,부산 부산진구 망양로945번길 44-0,문화시설,화랑/전시관,부산진구,Busanjin-gu
605,천은사,부산 부산진구 엄광로495번길 47-1,역사관광지,절,부산진구,Busanjin-gu
606,약광사,부산 부산진구 성지곡로 57-0,역사관광지,절,부산진구,Busanjin-gu
607,용해사,부산 부산진구,역사관광지,절,부산진구,Busanjin-gu
608,용암사,부산 부산진구 엄광로384번길 15-0,역사관광지,절,부산진구,Busanjin-gu
609,금련암,부산 부산진구,역사관광지,절,부산진구,Busanjin-gu
610,훈민정음 작은도서관,부산 부산진구 용사촌로 5-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
611,부산발전연구원 정보자료센터,부산 부산진구 중앙대로 955-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
612,대한불교조계종포교사단부산지역단,부산 부산진구 서면문화로 27-0,역사관광지,절,부산진구,Busanjin-gu
613,보은정사,부산 부산진구 서전로68번길 81-0,역사관광지,절,부산진구,Busanjin-gu
614,금성사,부산 부산진구 진남로328번길 175-0,역사관광지,절,부산진구,Busanjin-gu
615,롯데백화점 문화센터부산본점,부산 부산진구 가야대로 772-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
616,백양산홍법사,부산 부산진구 성지로94번가길 37-0,역사관광지,절,부산진구,Busanjin-gu
617,김종식미술관제2전시장,부산 부산진구 성지로 55-0,문화시설,미술관,부산진구,Busanjin-gu
618,용남사,부산 부산진구 가야대로572번가길 4-0,역사관광지,절,부산진구,Busanjin-gu
619,김재춘미술관,부산 부산진구 냉정로 215-0,문화시설,미술관,부산진구,Busanjin-gu
620,짱오락실부산삼정타워점,부산 부산진구 중앙대로 672-0,휴양관광지,놀이시설,부산진구,Busanjin-gu
621,CGV대한,부산 부산진구 중앙대로692번길 16-0,공연/행사,극장,부산진구,Busanjin-gu
622,석불암,부산 부산진구 월드컵대로449번길 26-2,역사관광지,절,부산진구,Busanjin-gu
623,선암사문화교육관,부산 부산진구 백양산로 138-0,문화시설,화랑/전시관,부산진구,Busanjin-gu
624,안양사,부산 부산진구 신암로71번길 19-0,역사관광지,절,부산진구,Busanjin-gu
625,화종암,부산 부산진구 백양산로 90-30,역사관광지,절,부산진구,Busanjin-gu
626,롯데호텔부산롯데아트홀,부산 부산진구 가야대로 772-0,공연/행사,공연장,부산진구,Busanjin-gu
627,찬누리작은도서관,부산 부산진구 백양산로 70-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
628,개금다락방,부산 부산진구 복지로41번길 53-0,문화시설,문화생활시설기타,부산진구,Busanjin-gu
629,보은사,부산 부산진구,역사관광지,절,부산진구,Busanjin-gu
630,대승미륵사,부산 부산진구 엄광로256번길 9-0,역사관광지,절,부산진구,Busanjin-gu
631,청목수목원,부산 부산진구 양성로6번길 53-0,휴양관광지,동식물원,부산진구,Busanjin-gu
632,허심청,부산 동래구 온천장로107번길 32-0,휴양관광지,온천,동래구,Dongnae-gu
633,충렬사,부산 동래구 충렬대로 345-0,역사관광지,문화유적지,동래구,Dongnae-gu
634,복천박물관,부산 동래구 복천로 63-0,문화시설,박물관/기념관,동래구,Dongnae-gu
635,CGV동래,부산 동래구 중앙대로 1523-0,공연/행사,극장,동래구,Dongnae-gu
636,금강식물원,부산 동래구 우장춘로 221-0,휴양관광지,동식물원,동래구,Dongnae-gu
637,부산해양자연사박물관,부산 동래구 우장춘로 175-0,문화시설,박물관/기념관,동래구,Dongnae-gu
638,부산광역시립명장도서관,부산 동래구 명안로46번길 35-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
639,우장춘기념관,부산 동래구 우장춘로62번길 7-0,문화시설,박물관/기념관,동래구,Dongnae-gu
640,롯데시네마동래,부산 동래구 중앙대로 1393-0,공연/행사,극장,동래구,Dongnae-gu
641,동래읍성도서관,부산 동래구 동래로159번길 153-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
642,안락누리도서관,부산 동래구 명안로10번길 64-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
643,글로빌아트홀,부산 동래구 사직북로48번길 162-0,공연/행사,공연장,동래구,Dongnae-gu
644,동래향교,부산 동래구 동래로 103-0,역사관광지,문화유적지,동래구,Dongnae-gu
645,부산민속예술관,부산 동래구 우장춘로 195-46,문화시설,문화생활시설기타,동래구,Dongnae-gu
646,경수원,부산 동래구 금강로25번길 7-0,역사관광지,절,동래구,Dongnae-gu
647,동래읍성지,부산 동래구,역사관광지,문화유적지,동래구,Dongnae-gu
648,정각사,부산 동래구 시실로 19-9,역사관광지,절,동래구,Dongnae-gu
649,부산복천동고분군,부산 동래구 복천로 66-0,역사관광지,능묘,동래구,Dongnae-gu
650,아트케이갤러리,부산 동래구 차밭골로50번길 22-0,문화시설,화랑/전시관,동래구,Dongnae-gu
651,금강사,부산 동래구 우장춘로 211-0,역사관광지,절,동래구,Dongnae-gu
652,법륜사,부산 동래구 동래로 162-0,역사관광지,절,동래구,Dongnae-gu
653,금강대옥불사,부산 동래구 만덕고개길 335-30,역사관광지,절,동래구,Dongnae-gu
654,동래읍성역사관,부산 동래구 동래역사관길 18-0,문화시설,화랑/전시관,동래구,Dongnae-gu
655,금불암,부산 동래구 명장로63번길 90-25,역사관광지,절,동래구,Dongnae-gu
656,어반브릿지,부산 동래구 충렬대로237번길 28-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
657,온고지신작은도서관,부산 동래구 충렬대로126번길 39-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
658,도솔사,부산 동래구 쇠미로217번길 80-0,역사관광지,절,동래구,Dongnae-gu
659,자비암,부산 동래구 복천로5번가길 46-0,역사관광지,절,동래구,Dongnae-gu
660,원광사,부산 동래구 쇠미로 3-22,역사관광지,절,동래구,Dongnae-gu
661,명륜심인당,부산 동래구 시실로24번길 56-0,역사관광지,절,동래구,Dongnae-gu
662,효자암,부산 동래구 구만덕로 285-36,역사관광지,절,동래구,Dongnae-gu
663,전등사,부산 동래구 동래로215번가길 22-13,역사관광지,절,동래구,Dongnae-gu
664,원광사,부산 동래구 금정마을로 30-0,역사관광지,절,동래구,Dongnae-gu
665,인생문,부산 동래구,역사관광지,문화유적지,동래구,Dongnae-gu
666,동래패총,부산 동래구,역사관광지,문화유적지,동래구,Dongnae-gu
667,동래읍성임진왜란역사관,부산 동래구 충렬대로 지하 223-0,문화시설,박물관/기념관,동래구,Dongnae-gu
668,금정선원,부산 동래구 우장춘로 157-59,역사관광지,절,동래구,Dongnae-gu
669,이주홍문학관,부산 동래구 금강로61번길 20-12,문화시설,전시장,동래구,Dongnae-gu
670,웨이브코랄,부산 동래구 충렬대로410번길 25-0,휴양관광지,수족관,동래구,Dongnae-gu
671,용문사,부산 동래구 온천천로 321-0,역사관광지,절,동래구,Dongnae-gu
672,동명사,부산 동래구 만덕고개길 402-0,역사관광지,절,동래구,Dongnae-gu
673,도림사,부산 동래구,역사관광지,절,동래구,Dongnae-gu
674,동래문화원,부산 동래구 문화로 80-0,문화시설,문화원,동래구,Dongnae-gu
675,옥련암,부산 동래구 쇠미로129번길 102-27,역사관광지,절,동래구,Dongnae-gu
676,지장본원사,부산 동래구 시실로107번길 27-0,역사관광지,절,동래구,Dongnae-gu
677,에코아트아쿠아,부산 동래구 석사북로 55-0,휴양관광지,수족관,동래구,Dongnae-gu
678,동래부동헌,부산 동래구 명륜로112번길 61-0,역사관광지,문화유적지,동래구,Dongnae-gu
679,현지사,부산 동래구 중앙대로 1325-0,역사관광지,절,동래구,Dongnae-gu
680,보림사,부산 동래구 쇠미로81번길 28-0,역사관광지,절,동래구,Dongnae-gu
681,팔금산미술관,부산 동래구 충렬대로107번길 104-0,문화시설,미술관,동래구,Dongnae-gu
682,열린아트홀,부산 동래구 온천장로 7-0,공연/행사,공연장,동래구,Dongnae-gu
683,현화사,부산 동래구 우장춘로67번길 68-0,역사관광지,절,동래구,Dongnae-gu
684,천태암,부산 동래구 쇠미로129번길 102-6,역사관광지,절,동래구,Dongnae-gu
685,소림사,부산 동래구 우장춘로 177-52,역사관광지,절,동래구,Dongnae-gu
686,법상사,부산 동래구 금정마을로77번길 10-7,역사관광지,절,동래구,Dongnae-gu
687,풀잎문화센터동래교실,부산 동래구 충렬대로 186-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
688,약수정사,부산 동래구 우장춘로 175-146,역사관광지,절,동래구,Dongnae-gu
689,대한불교조계종보탑사,부산 동래구 쇠미로129번길 143-51,역사관광지,절,동래구,Dongnae-gu
690,만불정사,부산 동래구 충렬대로335번길 15-0,역사관광지,절,동래구,Dongnae-gu
691,수가화랑,부산 동래구 차밭골로50번길 22-0,문화시설,화랑/전시관,동래구,Dongnae-gu
692,파베프로젝트,부산 동래구 중앙대로1333번길 42-4,문화시설,문화생활시설기타,동래구,Dongnae-gu
693,동학사,부산 동래구 쇠미로119번길 109-0,역사관광지,절,동래구,Dongnae-gu
694,수덕사,부산 동래구 쇠미로221번길 54-3,역사관광지,절,동래구,Dongnae-gu
695,누리문화센터,부산 동래구 충렬대로459번길 20-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
696,동래온천 노천족탕,부산 동래구 금강공원로26번길 21-0,휴양관광지,온천,동래구,Dongnae-gu
697,소림사,부산 동래구,역사관광지,절,동래구,Dongnae-gu
698,길상암,부산 동래구 쇠미로119번길 76-0,역사관광지,절,동래구,Dongnae-gu
699,금어사,부산 동래구 우장춘로 155-32,역사관광지,절,동래구,Dongnae-gu
700,대덕사,부산 동래구 구만덕로 235-29,역사관광지,절,동래구,Dongnae-gu
701,천불암,부산 동래구 복천로 91-6,역사관광지,절,동래구,Dongnae-gu
702,송공단,부산 동래구 동래시장길 27-0,역사관광지,문화유적지,동래구,Dongnae-gu
703,1797팽나무하우스,부산 동래구 충렬대로256번길 31-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
704,옥선사,부산 동래구 명서로 148-4,역사관광지,절,동래구,Dongnae-gu
705,황룡사,부산 동래구 복천로77번길 9-0,역사관광지,절,동래구,Dongnae-gu
706,포그니,부산 동래구 연안로59번길 99-0,문화시설,문화생활시설기타,동래구,Dongnae-gu
707,용수암,부산 동래구 쇠미로 179-0,역사관광지,절,동래구,Dongnae-gu
708,갤러리공감,부산 동래구 동래로136번길 14-0,문화시설,화랑/전시관,동래구,Dongnae-gu
709,무량정사,부산 동래구 온천장로125번길 41-3,역사관광지,절,동래구,Dongnae-gu
710,부산만불회포교원,부산 동래구 중앙대로 1523-0,역사관광지,절,동래구,Dongnae-gu
711,광명선원,부산 동래구 석사북로 106-0,역사관광지,절,동래구,Dongnae-gu
712,금강암,부산 동래구 명륜로 205-0,역사관광지,절,동래구,Dongnae-gu
713,성불사,부산 동래구 온천장로119번길 24-7,역사관광지,절,동래구,Dongnae-gu
714,내성사,부산 동래구 금정마을로139번가길 71-0,역사관광지,절,동래구,Dongnae-gu
715,반도성인게임방,부산 동래구 아시아드대로228번길 22-0,휴양관광지,놀이시설,동래구,Dongnae-gu
716,동래부동헌충신당,부산 동래구 명륜로112번길 61-0,역사관광지,절,동래구,Dongnae-gu
717,연화정사,부산 동래구 명안로18번길 97-0,역사관광지,절,동래구,Dongnae-gu
718,무량사,부산 동래구 복천로59번길 28-7,역사관광지,절,동래구,Dongnae-gu
719,정수사,부산 동래구 사직북로48번길 149-0,역사관광지,절,동래구,Dongnae-gu
720,충렬탑,부산 동래구,역사관광지,탑,동래구,Dongnae-gu
721,명신사,부산 동래구 호현길 30-1,역사관광지,절,동래구,Dongnae-gu
722,한국불교태고종연화사,부산 동래구 충렬대로256번가길 30-4,역사관광지,절,동래구,Dongnae-gu
723,미륵암,부산 동래구 복천로5번나길 24-0,역사관광지,절,동래구,Dongnae-gu
724,달마정사,부산 동래구 쇠미로 177-0,역사관광지,절,동래구,Dongnae-gu
725,허심청,부산 동래구 금강공원로20번길 23-0,휴양관광지,온천,동래구,Dongnae-gu
726,정수사,부산 동래구 구만덕로 285-43,역사관광지,절,동래구,Dongnae-gu
727,연화사,부산 동래구 쇠미로81번길 33-0,역사관광지,절,동래구,Dongnae-gu
728,대원사,부산 동래구 쇠미로129번길 45-0,역사관광지,절,동래구,Dongnae-gu
729,장관청,부산 동래구 명륜로94번길 36-6,역사관광지,문화유적지,동래구,Dongnae-gu
730,드림씨어터,부산 남구 전포대로 133-0,공연/행사,공연장,남구,Nam-gu
731,캐니언파크부산,부산 남구 전포대로 133-0,휴양관광지,동식물원,남구,Nam-gu
732,부산박물관,부산 남구 유엔평화로 63-0,문화시설,박물관/기념관,남구,Nam-gu
733,남구도서관,부산 남구 수영로267번길 61-0,문화시설,문화생활시설기타,남구,Nam-gu
734,CGV대연,부산 남구 수영로 305-0,공연/행사,극장,남구,Nam-gu
735,동명불원,부산 남구 동명로 57-0,역사관광지,절,남구,Nam-gu
736,부산문화회관대극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,남구,Nam-gu
737,부산예술회관,부산 남구 용소로 78-0,문화시설,문화생활시설기타,남구,Nam-gu
738,인각사,부산 남구 진남로 234-0,역사관광지,절,남구,Nam-gu
739,국립일제강제동원역사관,부산 남구 홍곡로320번길 100-0,문화시설,박물관/기념관,남구,Nam-gu
740,분포도서관,부산 남구 분포로 97-0,문화시설,문화생활시설기타,남구,Nam-gu
741,유엔평화기념관,부산 남구 홍곡로320번길 106-0,문화시설,박물관/기념관,남구,Nam-gu
742,신선대,부산 남구,역사관광지,문화유적지,남구,Nam-gu
743,감만창의문화촌,부산 남구 우암로 84-1,문화시설,문화생활시설기타,남구,Nam-gu
744,부산문화회관중극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,남구,Nam-gu
745,메트로랜드,부산 남구 분포로 66-14,휴양관광지,종합위락시설,남구,Nam-gu
746,성암사,부산 남구 진남로210번길 58-15,역사관광지,절,남구,Nam-gu
747,문수암,부산 남구 홍곡로336번길 37-1,역사관광지,절,남구,Nam-gu
748,가람아트홀,부산 남구 유엔평화로76번길 26-0,공연/행사,공연장,남구,Nam-gu
749,해바라기소극장,부산 남구 용소로13번길 30-0,공연/행사,공연장,남구,Nam-gu
750,백련사,부산 남구 이기대공원로 85-74,역사관광지,절,남구,Nam-gu
751,대연수목전시원,부산 남구 신선로447번길 24-0,문화시설,화랑/전시관,남구,Nam-gu
752,대동골문화센터,부산 남구 황령대로319번가길 147-0,문화시설,문화생활시설기타,남구,Nam-gu
753,분포문화체육센터,부산 남구 분포로 97-0,문화시설,문화생활시설기타,남구,Nam-gu
754,용천소극장,부산 남구 용소로13번길 36-1,문화시설,문화생활시설기타,남구,Nam-gu
755,부산증권박물관,부산 남구 전포대로 133-0,문화시설,박물관/기념관,남구,Nam-gu
756,나다소극장,부산 남구 용소로40번길 11-0,공연/행사,공연장,남구,Nam-gu
757,초콜릿팩토리,부산 남구 수영로 298-0,공연/행사,공연장,남구,Nam-gu
758,아모스아트홀,부산 남구 수영로 204-0,공연/행사,공연장,남구,Nam-gu
759,용화사,부산 남구 동명로169번길 46-34,역사관광지,절,남구,Nam-gu
760,부산문화회관사랑채극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,남구,Nam-gu
761,하늘바람소극장,부산 남구 용소로13번길 17-0,공연/행사,공연장,남구,Nam-gu
762,청년창조발전소고고씽잡,부산 남구 용소로46번길 7-0,문화시설,문화생활시설기타,남구,Nam-gu
763,우암사,부산 남구 장고개로 64-15,역사관광지,절,남구,Nam-gu
764,관해암,부산 남구 동제당로 199-0,역사관광지,절,남구,Nam-gu
765,지장사,부산 남구 솔밭로 23-0,역사관광지,절,남구,Nam-gu
766,홍법사,부산 남구 수영로69번가길 40-16,역사관광지,절,남구,Nam-gu
767,소원사,부산 남구 진남로96번길 56-0,역사관광지,절,남구,Nam-gu
768,호명사,부산 남구 지게골로168번길 29-0,역사관광지,절,남구,Nam-gu
769,남도심인당,부산 남구 남동천로 22-1,역사관광지,절,남구,Nam-gu
770,윌리스장난감박물관,부산 남구 못골로12번길 62-0,문화시설,박물관/기념관,남구,Nam-gu
771,해안사,부산 남구 진남로232번길 53-10,역사관광지,절,남구,Nam-gu
772,오륙도홍보관,부산 남구,문화시설,박물관/기념관,남구,Nam-gu
773,해성아트센터,부산 남구 분포로 101-0,문화시설,미술관,남구,Nam-gu
774,경성대학교콘서트홀,부산 남구 수영로 309-0,공연/행사,공연장,남구,Nam-gu
775,공간소극장,부산 남구 수영로 170-0,공연/행사,공연장,남구,Nam-gu
776,브니엘학습관문고,부산 남구 천제등로28번길 50-0,문화시설,문화생활시설기타,남구,Nam-gu
777,일광불원,부산 남구 분포로 66-30,역사관광지,절,남구,Nam-gu
778,부산점자도서관남구분관,부산 남구 수영로267번길 61-0,문화시설,문화생활시설기타,남구,Nam-gu
779,불용사,부산 남구 동명로117번길 35-11,역사관광지,절,남구,Nam-gu
780,대연정사,부산 남구 진남로69번길 8-0,역사관광지,절,남구,Nam-gu
781,불심원,부산 남구 수영로267번길 49-0,역사관광지,절,남구,Nam-gu
782,히어로보드게임카페경성대점,부산 남구 용소로8번길 10-0,휴양관광지,놀이시설,남구,Nam-gu
783,올맘도서관,부산 남구 수영로 345-0,문화시설,문화생활시설기타,남구,Nam-gu
784,불국정사,부산 남구 신선로 510-17,역사관광지,절,남구,Nam-gu
785,대연사,부산 남구 못골번영로 105-1,역사관광지,절,남구,Nam-gu
786,보은정사,부산 남구 홍곡로 269-0,역사관광지,절,남구,Nam-gu
787,산성교회문고,부산 남구 유엔로137번길 9-0,문화시설,문화생활시설기타,남구,Nam-gu
788,유치찬란키즈클래스,부산 남구 진남로 141-5,휴양관광지,놀이시설,남구,Nam-gu
789,연대사,부산 남구 진남로232번길 13-0,역사관광지,절,남구,Nam-gu
790,향림사,부산 남구 솔밭로 46-0,역사관광지,절,남구,Nam-gu
791,견성암,부산 남구 용호로231번길 128-47,역사관광지,절,남구,Nam-gu
792,들꽃이야기어린이도서관,부산 남구 수영로219번길 33-0,문화시설,문화생활시설기타,남구,Nam-gu
793,옥천암,부산 남구 황령대로90번길 93-53,역사관광지,절,남구,Nam-gu
794,유엔참전기념탑,부산 남구 못골로 15-0,역사관광지,기념비,남구,Nam-gu
795,윤형빈소극장,부산 남구 수영로 312-0,공연/행사,공연장,남구,Nam-gu
796,화성사,부산 남구 용주로 11-0,역사관광지,절,남구,Nam-gu
797,능가사,부산 남구 동제당로 148-0,역사관광지,절,남구,Nam-gu
798,러시아월드도서관,부산 남구 황령대로492번길 8-0,문화시설,문화생활시설기타,남구,Nam-gu
799,반야정사,부산 남구 수영로39번가길 17-5,역사관광지,절,남구,Nam-gu
800,금정사,부산 남구 지게골로108번길 13-1,역사관광지,절,남구,Nam-gu
801,신양기념관,부산 남구 수영로196번길 80-0,문화시설,박물관/기념관,남구,Nam-gu
802,동명불원홍승스님,부산 남구 신선로 428-0,역사관광지,절,남구,Nam-gu
803,법륜사,부산 남구 유엔평화로47번길 27-0,역사관광지,절,남구,Nam-gu
804,샘터꿈의도서관,부산 남구 조각공원로27번길 12-0,문화시설,문화생활시설기타,남구,Nam-gu
805,감만동미술관,부산 남구 홍곡로57번길 19-0,문화시설,미술관,남구,Nam-gu
806,LSM Ceramic Studio,부산 남구 용소로34번길 6-1,문화시설,문화생활시설기타,남구,Nam-gu
807,관음정사,부산 남구 고동골로72번길 16-2,역사관광지,절,남구,Nam-gu
808,천룡암,부산 남구 진남로 51-0,역사관광지,절,남구,Nam-gu
809,자본시장역사박물관,부산 남구 문현금융로 40-0,문화시설,박물관/기념관,남구,Nam-gu
810,소원사,부산 남구 진남로166번길 59-2,역사관광지,절,남구,Nam-gu
811,동명대메이커스페이스,부산 남구 용소로46번길 7-0,문화시설,문화생활시설기타,남구,Nam-gu
812,LG메트로 작은쌈지도서관,부산 남구 신선로 566-2,문화시설,문화생활시설기타,남구,Nam-gu
813,부산은행금융역사관,부산 남구 문현금융로 30-0,문화시설,박물관/기념관,남구,Nam-gu
814,부산예술관,부산 남구 유엔평화로76번길 26-0,문화시설,문화생활시설기타,남구,Nam-gu
815,부산도서관,부산 사상구 사상로310번길 33-0,문화시설,문화생활시설기타,사상구,Sasang-gu
816,롯데시네마사상,부산 사상구 사상로 201-0,공연/행사,극장,사상구,Sasang-gu
817,사상도서관,부산 사상구 덕상로72번길 9-0,문화시설,문화생활시설기타,사상구,Sasang-gu
818,사상구다누림센터,부산 사상구 가야대로196번길 51-0,문화시설,문화생활시설기타,사상구,Sasang-gu
819,운수사,부산 사상구 모라로219번길 173-0,역사관광지,절,사상구,Sasang-gu
820,여성문화회관,부산 사상구 학감대로 95-0,문화시설,문화생활시설기타,사상구,Sasang-gu
821,사상생활사박물관,부산 사상구 낙동대로1258번길 36-0,문화시설,박물관/기념관,사상구,Sasang-gu
822,주례반도보라아파트주민문화생활관,부산 사상구 백양대로 372-22,문화시설,문화생활시설기타,사상구,Sasang-gu
823,장안사,부산 사상구 엄궁북로4번안길 98-14,역사관광지,절,사상구,Sasang-gu
824,에메랄드사상해수온천,부산 사상구 새벽로202번길 10-0,휴양관광지,온천,사상구,Sasang-gu
825,부산점자도서관사상본관,부산 사상구 덕상로72번길 9-0,문화시설,문화생활시설기타,사상구,Sasang-gu
826,능인사,부산 사상구 백양대로 668-1,역사관광지,절,사상구,Sasang-gu
827,용운사,부산 사상구 덕상로 116-34,역사관광지,절,사상구,Sasang-gu
828,사상인디스테이션,부산 사상구 사상로 190-0,문화시설,문화생활시설기타,사상구,Sasang-gu
829,옥천사,부산 사상구 백양대로768번길 96-10,역사관광지,절,사상구,Sasang-gu
830,청심사,부산 사상구 주례로139번길 14-8,역사관광지,절,사상구,Sasang-gu
831,연홍사,부산 사상구,역사관광지,절,사상구,Sasang-gu
832,백운사,부산 사상구 모라로192번길 151-0,역사관광지,절,사상구,Sasang-gu
833,선광사,부산 사상구 백양대로804번길 42-123,역사관광지,절,사상구,Sasang-gu
834,523갤러리,부산 사상구 강변대로532번길 94-0,문화시설,문화생활시설기타,사상구,Sasang-gu
835,무속암,부산 사상구 백양대로804번길 42-79,역사관광지,절,사상구,Sasang-gu
836,관음사,부산 사상구 백양대로950번나길 80-42,역사관광지,절,사상구,Sasang-gu
837,위드플스,부산 사상구 가야대로366번길 7-0,휴양관광지,놀이시설,사상구,Sasang-gu
838,새밭행복센터,부산 사상구 대동로159번길 107-0,문화시설,문화생활시설기타,사상구,Sasang-gu
839,보불심인당,부산 사상구 사상로500번길 5-0,역사관광지,절,사상구,Sasang-gu
840,견강암,부산 사상구 백양대로934번길 52-35,역사관광지,절,사상구,Sasang-gu
841,화엄사,부산 사상구 엄궁로 70-38,역사관광지,절,사상구,Sasang-gu
842,감전골목문화놀이터,부산 사상구 괘감로 105-13,문화시설,문화생활시설기타,사상구,Sasang-gu
843,봉덕사,부산 사상구 백양대로768번길 63-7,역사관광지,절,사상구,Sasang-gu
844,도원사,부산 사상구 엄궁로 146-11,역사관광지,절,사상구,Sasang-gu
845,낙은사,부산 사상구 가야대로443번가길 88-4,역사관광지,절,사상구,Sasang-gu
846,해경사,부산 사상구 백양대로 954-8,역사관광지,절,사상구,Sasang-gu
847,승학사,부산 사상구 학감대로49번길 62-0,역사관광지,절,사상구,Sasang-gu
848,반야정사,부산 사상구 주감로 38-4,역사관광지,절,사상구,Sasang-gu
849,불광사,부산 사상구 백양대로 474-23,역사관광지,절,사상구,Sasang-gu
850,사상문화원,부산 사상구 가야대로196번길 51-0,문화시설,문화원,사상구,Sasang-gu
